,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2007-03-30,100.260,25.380,70.390,123.590,56.800,38.790,76.260,28.830,16.060,33.780,13.940,48.140,54.360,50.570,49.220,54.140,55.650,34.110,39.570,65.740,6.580,75.780,34.150,142.340,83.140,79.510,85.240,56.800,48.120,107.270,39.000,233.360,62.760,13.350,142.000,53.350,70.920,79.350,70.740,39.440,32.550,38.050,60.280,35.630,35.550,23.320,26.650,39.700,33.650,38.030,57.230,40.730,10124.213
2007-04-02,100.000,25.130,70.990,123.650,56.470,39.110,76.500,29.150,16.270,34.120,13.980,48.480,55.640,51.350,49.580,54.430,55.940,34.790,40.150,65.850,6.590,75.800,33.750,142.400,83.310,79.750,86.250,55.770,47.510,106.840,39.080,232.840,62.600,13.240,142.160,53.560,71.620,79.850,70.910,39.780,32.160,38.040,60.870,35.300,35.610,23.440,26.720,40.650,33.830,38.160,58.190,41.120,10126.201
2007-04-03,99.900,25.030,71.340,124.990,56.850,39.660,77.140,29.440,16.590,34.260,14.150,48.820,56.300,52.120,50.660,55.000,56.550,35.350,40.480,65.830,6.590,76.940,34.360,143.960,84.020,80.530,87.000,56.460,48.000,106.780,38.320,228.600,61.990,13.340,143.690,52.460,72.010,80.550,71.560,40.380,32.600,38.450,61.250,35.740,35.860,23.630,26.900,40.700,34.180,38.650,58.410,41.210,10128.190
2007-04-04,99.910,25.310,71.440,125.180,57.490,39.960,77.460,29.560,16.620,34.360,14.150,48.400,56.240,52.250,50.910,55.270,56.870,35.600,41.190,66.810,6.690,77.400,34.020,144.000,83.930,80.570,86.430,56.300,47.530,106.870,38.280,227.840,61.920,13.580,143.850,52.330,72.080,80.150,71.630,40.510,32.400,38.510,61.350,35.740,35.720,23.770,27.020,40.520,34.380,38.540,59.370,41.360,10130.183
2007-04-05,99.920,25.360,72.060,125.460,57.160,40.060,77.740,30.000,16.650,34.580,14.240,48.780,56.200,52.430,51.250,55.700,57.390,35.630,41.170,66.860,6.700,78.810,34.510,144.540,84.250,80.440,86.500,56.490,47.510,106.650,37.990,226.640,61.700,13.660,144.240,52.010,72.810,80.070,71.830,40.620,32.820,38.460,61.750,35.760,35.830,23.860,27.090,40.700,34.620,38.850,59.730,41.770,10132.169
2007-04-06,99.920,25.360,72.060,125.460,57.160,40.060,77.740,30.000,16.650,34.580,14.240,48.780,56.200,52.430,51.250,55.700,57.390,35.630,41.170,66.860,6.700,78.810,34.510,144.540,84.250,80.440,86.500,56.490,47.510,106.650,37.990,226.640,61.700,13.660,144.240,52.010,72.810,80.070,71.830,40.620,32.820,38.460,61.750,35.760,35.830,23.860,27.090,40.700,34.620,38.850,59.730,41.770,10134.159
2007-04-09,99.540,25.100,72.100,125.650,57.210,40.220,77.680,29.890,16.740,34.370,14.300,48.640,56.910,52.740,51.500,55.590,57.180,35.860,41.050,66.530,6.660,79.140,34.590,144.720,84.400,80.570,86.440,56.260,47.200,106.300,36.750,226.600,61.750,13.700,144.440,50.350,72.430,80.220,71.920,40.860,32.860,39.050,61.520,35.750,35.790,23.860,27.020,41.000,34.630,38.820,60.610,41.920,10136.141
2007-04-10,99.690,25.450,72.730,125.590,57.510,40.410,78.260,30.150,16.800,34.870,14.310,48.920,56.600,52.680,51.740,56.080,57.760,36.060,41.380,67.160,6.710,78.820,34.440,144.880,84.590,80.800,86.660,56.480,47.120,106.520,36.820,225.720,61.600,13.850,144.610,50.610,73.100,80.550,72.120,40.980,32.860,38.620,62.450,35.910,35.780,23.840,27.150,41.010,34.680,38.900,60.490,42.500,10138.124
2007-04-11,99.630,25.410,72.280,124.900,56.860,40.030,77.880,29.970,16.670,34.710,14.240,48.800,55.960,52.570,51.130,56.040,57.470,35.820,41.100,67.080,6.710,78.350,33.990,144.150,84.120,80.300,85.500,56.020,46.660,106.320,36.810,227.800,62.000,13.770,144.020,50.460,72.750,79.350,71.660,40.870,32.280,38.450,62.070,35.610,35.640,23.620,26.970,40.910,34.530,38.600,59.850,42.440,10140.111
2007-04-12,99.750,25.560,72.830,125.410,57.040,40.700,78.400,30.300,16.840,34.980,14.420,49.200,56.750,53.820,51.610,56.190,57.900,36.710,41.280,66.990,6.710,79.490,34.820,145.000,84.440,80.840,85.050,55.960,46.570,106.480,37.770,225.920,61.660,13.810,144.660,51.650,73.400,78.810,72.120,41.390,33.150,38.790,63.020,35.550,36.070,23.870,27.000,40.730,34.920,38.870,60.640,43.130,10142.094
2007-04-13,99.590,25.700,73.340,126.150,56.750,40.950,78.660,30.530,16.700,35.210,14.300,49.600,56.900,53.780,52.800,56.600,58.440,36.660,42.350,67.840,6.790,80.400,34.470,145.480,84.750,81.400,85.980,56.320,46.970,106.300,37.750,224.320,61.480,13.990,145.320,51.520,73.810,79.700,72.360,41.520,32.850,38.880,63.050,35.700,36.060,23.890,27.090,40.720,35.430,38.900,61.450,43.330,10144.074
2007-04-16,99.790,25.500,73.920,127.040,57.340,41.410,79.490,31.080,16.890,35.520,14.410,50.020,56.800,54.000,53.520,57.340,59.230,37.300,42.880,68.400,6.840,80.620,35.070,146.930,85.660,82.450,85.960,57.410,47.850,106.390,37.450,220.000,60.920,13.980,146.700,51.200,74.620,79.800,73.100,42.040,33.340,39.400,63.420,36.570,36.350,24.090,27.150,40.960,35.770,39.290,62.840,43.300,10146.054
2007-04-17,100.080,25.240,73.830,127.750,57.030,41.170,79.500,31.070,16.740,35.580,14.120,50.300,56.820,53.490,53.250,57.270,59.270,37.290,42.290,68.000,6.810,80.500,35.570,147.270,85.690,82.260,87.190,57.390,47.800,106.970,36.790,219.080,60.750,13.840,147.090,50.290,74.640,80.840,73.210,41.900,33.770,39.030,63.060,36.560,36.350,24.140,27.400,41.150,35.880,39.450,62.140,43.030,10148.030
2007-04-18,100.230,25.250,73.910,128.040,57.170,40.850,79.470,31.050,16.670,35.610,14.140,50.060,56.530,53.550,53.080,57.230,59.180,37.020,42.090,68.380,6.850,80.470,36.340,147.600,85.940,81.780,86.880,58.250,47.890,107.000,36.690,218.400,60.710,13.880,147.270,50.140,74.600,80.340,73.280,41.700,34.470,38.820,62.840,36.980,36.450,24.080,27.330,41.450,35.870,39.420,61.370,42.630,10150.003
2007-04-19,100.190,25.180,73.160,128.230,56.650,40.530,79.170,30.770,16.440,35.410,13.990,49.880,56.560,53.070,53.020,57.100,59.020,36.460,41.070,67.530,6.760,80.990,36.080,147.480,85.810,81.360,86.130,58.190,47.520,107.070,36.030,218.800,60.760,13.560,147.230,49.220,74.440,79.800,73.140,41.420,34.450,38.680,61.960,36.930,36.570,24.090,27.350,41.250,36.020,39.110,61.130,42.090,10151.972
2007-04-20,100.140,25.530,73.700,129.570,56.940,41.010,80.080,31.150,16.620,35.780,14.100,50.220,57.080,53.890,54.030,57.800,60.010,36.910,41.470,68.700,6.870,81.460,37.060,148.780,86.630,82.310,87.070,58.340,47.620,107.040,36.550,215.000,60.240,13.870,148.620,50.050,75.400,80.400,73.790,42.040,35.090,39.080,63.100,37.120,36.820,24.230,27.600,41.570,36.160,39.570,62.360,42.680,10153.942
2007-04-23,100.240,25.700,73.520,129.170,56.450,40.800,79.300,30.970,16.610,35.650,14.060,49.880,56.550,53.710,53.350,57.390,59.450,36.230,41.090,68.260,6.830,82.590,36.510,148.260,86.370,82.210,87.810,57.880,47.240,107.350,37.470,216.640,60.470,13.930,148.060,51.220,74.820,81.300,73.640,41.860,34.640,39.070,63.170,37.020,36.960,24.180,27.540,41.880,36.200,39.490,63.490,43.140,10155.912
2007-04-24,100.290,25.350,73.510,129.480,56.420,40.860,79.250,30.950,16.580,35.710,14.190,49.720,56.350,53.960,53.270,57.420,59.550,36.260,40.550,67.730,6.780,82.380,36.530,148.400,86.190,82.290,87.210,57.640,47.150,107.620,36.870,216.600,60.490,13.710,148.120,50.390,74.910,80.750,73.640,41.900,34.750,38.910,62.980,36.910,36.850,24.310,27.530,42.180,36.200,39.350,62.640,43.120,10157.878
2007-04-25,100.330,25.850,74.190,130.620,56.550,41.310,79.990,31.350,16.730,36.200,14.230,50.180,56.500,54.150,54.200,58.190,60.290,36.610,41.010,67.890,6.800,83.100,36.540,149.710,87.070,82.530,87.330,58.370,47.400,107.470,37.570,212.600,59.880,13.750,149.480,51.320,75.620,80.700,74.290,42.490,34.750,39.530,64.160,37.410,37.230,24.490,27.670,42.300,36.310,39.750,63.910,44.070,10159.840
2007-04-26,100.140,25.670,73.810,131.200,56.220,41.240,79.620,31.360,16.740,36.100,14.200,49.800,56.400,54.010,53.570,57.950,59.970,36.360,40.060,66.870,6.690,83.600,38.080,149.880,86.960,83.170,87.450,58.360,47.530,107.240,37.250,212.280,59.750,13.260,149.650,50.940,75.190,80.750,74.320,41.920,35.900,39.370,64.140,37.350,37.210,24.630,27.560,42.160,36.350,39.690,63.870,43.970,10161.799
2007-04-27,100.120,25.800,73.810,131.230,55.840,41.050,79.450,31.420,16.580,36.160,14.040,49.720,56.450,53.560,53.490,58.250,59.960,35.990,40.340,67.560,6.760,83.140,37.070,149.860,86.790,82.480,87.160,58.220,47.330,107.210,37.870,211.800,59.990,13.490,149.530,51.840,75.290,80.550,74.240,41.750,35.040,39.340,64.130,37.300,37.640,24.610,27.500,41.810,36.230,39.430,63.330,43.970,10163.754
2007-04-30,100.460,25.570,73.760,130.670,55.560,40.240,79.160,31.400,16.320,36.010,13.810,49.700,55.340,53.060,52.560,57.500,60.010,35.060,39.560,67.090,6.720,81.920,36.150,148.480,86.180,80.740,85.490,57.660,47.150,107.730,37.500,216.400,60.500,13.340,148.290,51.240,75.000,79.250,73.580,40.940,34.160,38.620,63.370,37.010,37.200,24.420,27.400,41.650,36.110,38.930,62.130,43.250,10165.702
2007-05-01,100.020,25.620,74.000,131.290,55.640,40.400,79.080,31.600,16.390,36.050,13.880,49.620,55.350,53.500,52.500,57.920,59.970,35.460,39.300,66.690,6.680,82.360,36.510,148.850,86.390,81.140,85.040,57.960,47.000,107.190,36.880,215.320,60.350,13.190,148.670,50.360,74.990,78.560,73.740,41.220,34.480,38.460,63.650,37.080,37.430,24.540,27.290,41.990,36.190,39.040,61.460,43.530,10167.637
2007-05-02,100.050,25.420,74.550,132.140,55.880,41.200,79.680,31.550,16.730,36.140,14.150,49.940,56.290,54.520,53.590,57.780,60.290,35.910,40.360,66.660,6.670,83.300,36.810,149.840,86.880,82.150,85.740,58.080,47.250,107.160,36.320,212.800,60.020,13.170,149.540,49.590,75.480,79.180,74.290,42.020,34.670,38.920,64.180,37.240,37.670,24.670,27.300,42.220,36.420,39.490,62.570,44.360,10169.577
2007-05-03,99.940,25.540,74.460,132.390,56.000,41.570,79.790,31.500,17.000,35.880,14.240,50.340,57.520,55.000,54.500,57.980,60.290,36.450,40.710,67.490,6.760,82.790,37.030,150.490,87.430,82.290,86.080,58.390,47.680,107.010,36.090,210.200,59.750,13.320,150.350,49.280,75.400,79.390,74.620,42.440,34.930,39.050,64.700,37.590,37.940,24.910,27.400,42.170,36.500,39.410,63.210,44.390,10171.513
2007-05-04,100.070,25.490,75.120,132.740,56.240,41.540,80.540,31.750,17.080,36.180,14.410,50.940,58.270,54.650,54.880,58.520,60.790,36.700,40.710,68.190,6.830,83.140,36.260,151.190,87.810,82.870,85.650,58.560,48.130,107.270,35.340,209.160,59.590,13.380,150.920,48.300,76.400,78.700,74.840,42.600,34.550,39.400,64.650,37.720,37.980,25.010,27.400,42.090,36.700,39.500,63.030,44.680,10173.450
2007-05-07,100.170,25.370,75.400,133.040,56.430,41.800,80.660,31.800,17.050,36.360,14.520,50.920,58.310,55.410,54.700,58.840,60.800,37.030,40.980,68.250,6.830,82.880,36.110,151.210,87.840,82.590,85.730,58.750,48.080,107.400,35.230,209.560,59.550,13.460,150.950,48.060,76.440,78.920,74.960,42.740,34.100,39.920,64.820,37.770,38.080,24.980,27.450,42.590,36.780,39.500,64.050,44.210,10175.391
2007-05-08,100.060,25.210,74.890,133.120,56.150,41.260,80.000,31.400,16.880,35.950,14.390,50.560,57.800,55.350,54.830,58.100,60.330,36.700,40.750,67.880,6.800,82.450,36.360,150.950,87.840,82.290,85.170,58.480,47.990,107.340,35.550,209.520,59.590,13.400,150.750,48.640,75.640,78.400,74.880,42.360,34.350,39.950,64.830,37.690,38.060,25.080,27.260,42.400,36.640,39.330,64.570,44.280,10177.329
2007-05-09,99.940,25.080,74.780,133.570,56.980,41.930,80.440,31.510,17.130,36.070,14.410,50.760,59.270,56.210,56.080,58.130,60.560,37.240,40.600,67.450,6.750,81.870,36.480,151.440,88.010,82.620,86.160,58.950,48.270,107.170,35.100,209.000,59.390,13.320,151.160,48.010,75.800,79.250,75.150,42.870,34.700,40.120,64.800,37.890,38.160,25.050,27.300,42.430,36.760,39.570,66.000,43.740,10179.258
2007-05-10,100.110,24.980,73.630,132.500,55.920,40.900,78.850,30.700,16.700,35.320,14.180,49.600,57.780,55.000,54.510,56.840,59.120,36.300,39.480,66.000,6.610,79.500,35.620,149.730,87.030,81.540,85.300,58.100,47.360,107.220,35.350,213.400,60.170,12.950,149.580,48.150,74.000,78.190,74.200,41.800,33.910,39.350,63.750,37.350,37.900,24.920,27.130,42.000,36.110,39.140,64.260,43.280,10181.184
2007-05-11,99.910,25.350,74.450,133.560,56.360,41.940,80.180,31.460,17.330,35.900,14.410,50.400,59.150,56.400,55.680,58.060,60.400,38.300,39.920,66.450,6.660,80.410,35.760,151.090,87.900,82.300,86.250,58.500,47.880,107.110,35.620,209.800,59.550,13.150,150.860,48.570,75.670,79.250,74.900,42.900,34.020,39.810,65.210,37.750,38.190,25.190,27.200,42.200,36.250,39.300,65.650,44.160,10183.110
2007-05-14,99.930,25.260,74.170,133.720,56.090,41.530,79.880,31.310,17.050,35.800,14.160,50.220,58.210,55.850,55.210,57.510,60.100,38.120,39.160,66.280,6.640,80.110,35.590,150.820,87.770,81.700,85.350,58.060,47.450,107.000,35.500,210.840,59.830,13.050,150.530,48.560,75.220,78.800,74.680,42.630,33.990,39.760,65.230,37.570,38.020,25.070,27.100,42.370,36.210,39.300,64.880,44.130,10185.037
2007-05-15,99.890,25.510,74.450,134.120,55.830,41.580,80.020,31.390,17.010,36.080,14.120,50.280,58.300,55.550,56.020,58.460,60.530,37.990,39.070,66.540,6.670,79.520,35.260,150.730,87.920,80.980,84.200,58.070,47.150,106.760,35.890,211.480,59.840,13.120,150.570,48.990,75.400,77.600,74.480,42.650,33.790,40.010,65.450,37.480,38.120,25.030,27.280,42.600,36.170,39.160,64.410,43.990,10186.952
2007-05-16,99.920,25.260,75.110,135.120,55.950,42.180,80.140,31.500,17.180,36.120,14.300,50.460,60.140,56.680,57.800,58.400,60.600,38.790,38.440,65.600,6.570,80.210,35.620,151.860,88.540,81.430,83.420,58.780,47.470,107.010,35.530,208.080,59.350,12.860,151.600,48.530,75.640,76.640,75.120,43.340,34.140,40.150,65.700,37.910,38.310,25.250,27.560,42.700,36.580,39.300,64.200,44.180,10188.834
2007-05-17,99.740,25.470,74.940,134.930,55.290,42.010,79.730,31.410,17.200,36.050,14.240,50.460,59.960,56.100,57.750,58.720,60.300,38.480,38.260,65.060,6.520,80.000,36.300,151.530,88.430,80.780,81.920,58.750,47.300,106.690,36.700,208.800,59.420,12.770,151.300,50.160,75.510,75.310,74.940,43.080,34.600,40.130,66.750,37.720,38.380,25.180,27.490,42.600,36.440,39.360,63.810,44.930,10190.742
2007-05-18,99.450,25.430,75.420,135.500,55.230,42.240,80.350,31.940,17.150,36.350,14.320,50.980,60.660,55.910,58.420,59.410,61.350,38.240,39.010,65.520,6.560,80.140,36.150,152.810,89.090,81.730,81.210,58.900,47.330,106.390,36.650,205.760,59.040,12.900,152.620,50.100,76.450,74.550,75.500,43.390,34.620,40.280,67.830,37.820,38.250,25.310,27.690,42.830,36.590,39.720,65.180,45.660,10192.658
2007-05-21,99.650,25.680,75.050,135.200,55.310,42.300,79.970,31.780,17.050,36.080,14.390,50.580,60.890,56.300,59.000,58.620,60.830,38.200,39.470,65.670,6.580,80.790,36.700,152.810,89.160,82.760,81.770,58.830,47.540,106.530,37.190,205.600,59.080,13.000,152.540,50.820,75.860,74.850,75.710,43.480,34.950,40.340,68.400,37.860,38.470,25.420,27.480,42.770,36.670,39.870,65.630,46.350,10194.598
2007-05-22,99.450,25.310,75.290,135.160,55.780,42.320,80.040,31.900,16.930,35.920,14.550,50.560,61.170,56.870,58.490,58.660,60.900,37.950,38.860,65.220,6.530,81.250,37.950,152.550,89.130,83.330,82.620,58.700,47.850,106.190,36.550,206.280,59.100,12.890,152.420,49.920,75.880,75.960,75.700,43.600,36.000,40.100,67.760,37.890,38.390,25.390,27.530,42.690,36.650,39.830,64.660,46.080,10196.552
2007-05-23,99.370,25.430,75.500,135.200,55.770,42.260,80.450,32.320,16.790,36.180,14.510,50.800,61.270,56.800,58.220,59.270,61.210,37.660,39.320,65.540,6.560,81.430,37.700,152.640,89.030,83.000,81.970,58.760,47.860,106.090,36.640,206.000,59.180,12.950,152.440,50.170,76.290,75.380,75.660,43.320,35.750,40.280,67.900,37.860,38.580,25.300,27.450,42.020,36.780,39.850,65.180,45.910,10198.497
2007-05-24,99.410,25.290,74.800,134.390,55.220,41.240,79.680,31.860,16.570,35.610,14.300,50.300,59.850,55.800,56.150,58.360,60.490,36.630,38.090,64.750,6.480,80.280,37.540,151.340,88.060,82.000,80.720,58.310,47.380,106.220,35.800,210.320,59.750,12.770,151.060,48.930,75.530,74.120,74.880,42.380,35.750,39.850,66.660,37.520,38.270,24.980,27.330,41.080,36.640,39.530,63.070,45.010,10200.443
2007-05-25,99.360,25.600,75.350,134.890,55.060,41.870,80.190,32.280,16.750,35.810,14.520,50.660,60.890,56.900,57.850,58.820,61.050,37.310,38.260,64.940,6.500,80.480,37.330,151.980,88.570,82.500,81.230,58.450,47.380,106.150,36.310,207.600,59.410,12.880,151.690,49.500,76.030,74.540,75.250,43.210,35.520,40.320,67.700,37.590,38.500,25.190,27.500,41.100,36.620,39.670,64.720,45.750,10202.381
2007-05-29,99.260,25.040,75.000,135.220,55.800,41.730,80.290,32.350,16.610,35.770,14.610,50.580,61.000,56.950,58.140,58.760,61.070,36.860,37.950,65.070,6.520,80.720,37.370,152.520,88.720,83.330,83.710,58.430,47.640,105.940,35.310,207.160,59.330,13.100,152.240,48.400,75.990,77.200,75.550,43.080,35.600,40.190,67.250,37.750,38.750,25.340,27.600,41.220,36.640,39.640,64.580,45.700,10204.324
2007-05-30,99.380,25.280,75.230,136.280,55.650,42.150,80.630,32.450,16.750,35.750,14.580,50.780,62.880,57.450,59.190,59.000,61.300,37.010,37.990,64.720,6.480,80.980,37.450,153.670,89.550,83.800,85.850,58.700,47.740,106.020,35.340,203.720,58.950,13.100,153.480,48.210,76.350,79.270,76.200,43.500,35.700,40.700,68.660,38.010,38.920,25.530,27.730,41.730,36.650,40.000,65.720,46.570,10206.246
2007-05-31,99.220,25.510,75.670,136.290,56.280,42.220,81.030,33.070,16.830,35.800,14.600,50.760,62.860,58.100,59.290,59.680,61.690,37.410,39.160,65.540,6.560,81.380,37.240,153.550,89.280,84.200,85.620,58.550,47.580,105.930,35.790,204.080,58.950,13.380,153.320,48.960,76.600,78.950,76.320,43.660,35.660,40.900,68.300,37.900,39.130,25.650,27.770,41.840,36.730,40.100,66.230,46.500,10208.124
2007-06-01,98.620,25.700,75.950,136.610,56.510,43.330,81.560,33.330,16.820,35.550,14.800,51.220,64.120,59.250,61.200,59.830,62.140,38.140,40.060,66.440,6.660,81.590,36.700,154.210,89.700,84.700,85.580,58.770,48.170,105.030,36.230,202.880,58.680,13.640,154.080,49.460,77.020,79.060,76.630,44.640,35.230,41.470,68.920,38.020,39.280,25.650,27.900,41.610,36.770,40.330,67.180,47.010,10210.027
2007-06-04,98.750,25.930,76.380,136.560,56.670,43.140,81.780,33.330,16.910,35.430,14.780,51.280,64.100,60.050,60.650,59.970,62.260,38.060,40.050,66.540,6.660,81.410,37.290,154.330,89.750,84.790,86.120,58.680,48.090,105.200,36.810,201.600,58.600,13.650,154.100,50.350,77.510,79.380,76.760,44.510,35.480,41.220,70.000,37.970,39.290,25.740,28.000,41.450,36.700,40.410,66.910,48.040,10211.938
2007-06-05,98.470,25.830,75.920,135.980,56.710,42.990,81.360,33.080,16.810,35.550,14.730,51.040,63.850,59.800,60.150,59.440,61.860,38.440,39.730,66.370,6.640,81.530,36.680,153.780,89.300,84.450,84.630,58.230,47.550,104.860,36.590,204.440,58.920,13.700,153.490,50.020,76.760,78.120,76.360,44.260,35.020,41.080,69.750,37.740,39.170,25.650,27.830,40.900,36.610,40.170,66.510,47.900,10213.858
2007-06-06,98.510,25.820,74.530,134.490,56.530,41.910,80.190,32.200,16.680,35.030,14.700,50.180,62.150,58.960,58.530,58.370,60.740,37.890,39.330,66.410,6.650,80.470,35.850,152.130,88.440,83.510,84.100,57.720,47.200,104.950,36.780,209.040,59.610,13.640,151.840,50.310,75.600,77.590,75.580,43.540,34.250,40.550,68.860,37.420,38.750,25.350,27.650,40.250,36.270,39.660,65.120,47.050,10215.766
2007-06-07,97.830,25.950,72.020,132.530,55.950,41.260,78.820,31.330,16.380,34.200,14.540,49.360,60.570,58.700,56.210,56.900,59.300,37.580,38.010,65.260,6.540,78.820,34.410,149.340,86.720,81.840,81.500,56.970,46.610,103.830,37.300,216.520,60.600,13.360,149.100,50.650,73.800,75.150,74.100,42.760,33.210,39.640,67.640,36.790,38.120,24.990,27.300,39.000,35.730,38.920,62.750,45.950,10217.674
2007-06-08,97.710,25.490,73.160,134.100,56.080,41.990,79.680,31.520,16.750,34.620,14.890,50.040,61.970,59.900,58.240,57.660,60.200,38.530,38.290,64.220,6.420,79.210,35.320,151.270,87.780,82.850,82.840,57.610,47.150,103.880,36.060,210.400,59.930,13.030,151.040,49.060,74.810,76.050,75.110,43.770,33.860,40.400,67.920,37.220,38.650,25.340,27.460,39.280,35.850,39.420,64.430,46.180,10219.571
2007-06-11,97.780,25.980,72.730,134.240,56.210,42.350,79.950,31.880,16.720,34.350,14.920,50.060,62.580,59.290,59.220,57.780,60.170,38.940,38.230,64.700,6.480,79.700,34.750,151.520,87.970,82.870,81.620,57.840,47.150,103.560,36.650,210.560,59.860,13.150,151.300,49.840,74.940,74.910,75.200,43.900,33.110,40.050,68.440,37.390,38.700,25.390,27.610,39.800,35.860,39.290,63.020,46.480,10221.451
2007-06-12,97.200,25.910,71.970,132.920,55.450,41.640,78.530,31.440,16.400,33.860,14.780,49.620,61.420,58.780,58.320,56.750,59.050,38.200,37.430,64.100,6.420,78.950,33.820,149.820,86.980,81.510,79.900,57.140,46.460,103.000,36.290,215.240,60.490,12.930,149.650,49.560,73.660,73.610,74.280,43.180,32.630,39.560,67.600,36.880,38.200,25.090,27.350,39.150,35.600,38.970,61.250,46.430,10223.328
2007-06-13,97.350,26.240,72.640,134.800,55.740,42.450,79.550,31.870,16.750,34.540,15.040,50.520,62.430,59.910,59.410,57.690,60.030,38.900,37.990,64.530,6.460,79.600,34.110,152.140,88.300,82.590,81.620,58.100,47.250,103.450,36.820,208.520,59.540,13.060,151.890,50.090,74.840,75.240,75.440,44.140,33.000,40.490,68.950,37.580,39.110,25.410,27.560,39.930,35.890,39.420,63.060,47.290,10225.180
2007-06-14,97.540,26.490,73.060,135.700,55.540,43.110,80.140,32.390,16.840,34.930,15.200,50.800,63.180,61.270,61.050,58.400,60.860,39.910,38.380,64.600,6.460,80.160,34.190,153.060,88.810,83.340,80.780,58.010,46.880,103.420,37.580,206.120,59.360,13.070,152.860,51.100,75.420,74.430,75.980,44.830,33.050,40.800,70.110,37.520,39.310,25.650,27.600,40.180,35.990,39.700,63.850,48.200,10227.029
